Date,Open,High,Low,Close,Adj Close,Volume
2019-11-11,1373.829956,1377.060059,1371.239990,1376.640015,1376.640015,3041120000
2019-11-12,1377.329956,1383.380005,1375.160034,1378.609985,1378.609985,3495560000
2019-11-13,1375.780029,1380.739990,1373.010010,1378.839966,1378.839966,3513720000
2019-11-14,1377.010010,1379.180054,1372.069946,1378.339966,1378.339966,3282090000
2019-11-15,1382.760010,1388.810059,1381.520020,1388.810059,1388.810059,3359800000
2019-11-18,1388.010010,1391.500000,1384.079956,1390.319946,1390.319946,3440140000
2019-11-19,1392.420044,1392.560059,1385.410034,1387.589966,1387.589966,3613670000
2019-11-20,1385.500000,1387.099976,1374.079956,1382.010010,1382.010010,4041010000
2019-11-21,1381.719971,1383.869995,1376.459961,1381.290039,1381.290039,3744010000
2019-11-22,1384.109985,1385.880005,1379.869995,1384.810059,1384.810059,3235270000
2019-11-25,1388.109985,1395.119995,1388.109985,1395.000000,1395.000000,3514310000
2019-11-26,1396.270020,1398.959961,1394.390015,1397.760010,1397.760010,4600450000
2019-11-27,1400.239990,1404.630005,1399.439941,1404.150024,1404.150024,3035470000
2019-11-29,1401.280029,1402.890015,1398.089966,1398.630005,1398.630005,1743420000
2019-12-02,1400.209961,1400.709961,1384.420044,1387.380005,1387.380005,3285750000
2019-12-03,1375.099976,1378.569946,1366.550049,1377.760010,1377.760010,3671580000
2019-12-04,1382.989990,1389.030029,1381.739990,1386.449951,1386.449951,3702980000
2019-12-05,1389.750000,1390.010010,1382.170044,1388.579956,1388.579956,3360480000
2019-12-06,1395.979980,1404.099976,1395.979980,1402.310059,1402.310059,3483310000
2019-12-09,1400.300049,1405.359985,1398.040039,1398.339966,1398.339966,3400470000
2019-12-10,1397.780029,1401.050049,1392.880005,1396.760010,1396.760010,3346310000
2019-12-11,1398.160034,1401.989990,1397.089966,1400.829956,1400.829956,3257650000
2019-12-12,1400.359985,1416.500000,1399.219971,1412.560059,1412.560059,4003200000
2019-12-13,1412.229980,1419.280029,1408.069946,1413.619995,1413.619995,3757650000
2019-12-16,1419.979980,1427.180054,1419.979980,1423.849976,1423.849976,4070200000
2019-12-17,1425.800049,1427.540039,1424.359985,1425.140015,1425.140015,3842940000
2019-12-18,1425.989990,1428.010010,1423.079956,1423.079956,1423.079956,4029950000
2019-12-19,1423.420044,1429.939941,1423.420044,1429.910034,1429.910034,3784360000
2019-12-20,1439.550049,1440.339966,1434.420044,1435.650024,1435.650024,6457480000
2019-12-23,1437.670044,1439.650024,1437.260010,1438.000000,1438.000000,3064530000
2019-12-24,1438.449951,1438.989990,1436.209961,1437.099976,1437.099976,1296530000
2019-12-26,1438.790039,1447.359985,1438.790039,1447.270020,1447.270020,2164540000
2019-12-27,1450.819946,1451.719971,1444.829956,1447.469971,1447.469971,2429150000
2019-12-30,1447.630005,1448.119995,1436.239990,1438.140015,1438.140015,3021720000
2019-12-31,1435.069946,1442.619995,1433.290039,1442.170044,1442.170044,2894760000
2020-01-02,1448.489990,1458.300049,1446.439941,1458.130005,1458.130005,3459930000
2020-01-03,1443.229980,1452.819946,1440.780029,1446.479980,1446.479980,3484700000
2020-01-06,1437.770020,1453.099976,1436.229980,1452.810059,1452.810059,3702460000
2020-01-07,1450.939941,1451.420044,1446.329956,1447.359985,1447.359985,3435910000
2020-01-08,1447.530029,1461.880005,1446.729980,1455.489990,1455.489990,3726840000
2020-01-09,1462.140015,1466.760010,1460.910034,1466.469971,1466.469971,3641230000
2020-01-10,1469.810059,1470.819946,1460.099976,1462.069946,1462.069946,3214580000
2020-01-13,1465.229980,1473.109985,1463.540039,1473.109985,1473.109985,3459390000
2020-01-14,1472.060059,1475.150024,1467.130005,1469.520020,1469.520020,3687620000
2020-01-15,1469.530029,1476.619995,1468.180054,1472.229980,1472.229980,3721490000
2020-01-16,1478.569946,1483.680054,1477.680054,1483.510010,1483.510010,3540580000
2020-01-17,1487.260010,1489.810059,1484.150024,1489.619995,1489.619995,3726220000
2020-01-21,1486.030029,1490.050049,1483.709961,1485.680054,1485.680054,4104840000
2020-01-22,1489.729980,1493.109985,1486.130005,1486.699951,1486.699951,3623780000
2020-01-23,1484.790039,1488.040039,1478.469971,1487.219971,1487.219971,3766710000
2020-01-24,1491.079956,1491.630005,1468.640015,1474.439941,1474.439941,3708780000
2020-01-27,1450.699951,1458.420044,1445.339966,1451.199951,1451.199951,3831050000
2020-01-28,1456.170044,1469.760010,1455.339966,1465.560059,1465.560059,3531570000
2020-01-29,1473.270020,1475.579956,1464.939941,1466.699951,1466.699951,3600250000
2020-01-30,1459.560059,1472.260010,1452.780029,1471.239990,1471.239990,3790350000
2020-01-31,1473.560059,1473.560059,1441.660034,1446.709961,1446.709961,4529700000
2020-02-03,1450.930054,1466.459961,1450.930054,1457.540039,1457.540039,3760460000
2020-02-04,1472.219971,1483.300049,1472.079956,1479.790039,1479.790039,3996900000
2020-02-05,1492.680054,1497.670044,1485.760010,1496.140015,1496.140015,4121480000
2020-02-06,1500.760010,1504.790039,1496.979980,1504.140015,1504.140015,3887250000
2020-02-07,1499.609985,1504.510010,1494.939941,1498.069946,1498.069946,3733920000
2020-02-10,1492.959961,1510.469971,1492.770020,1510.359985,1510.359985,3462730000
2020-02-11,1516.189941,1518.589966,1505.819946,1508.329956,1508.329956,3762940000
2020-02-12,1514.130005,1518.819946,1513.250000,1517.810059,1517.810059,3930910000
2020-02-13,1510.780029,1518.939941,1507.819946,1513.229980,1513.229980,3500890000
2020-02-14,1515.189941,1516.510010,1509.229980,1515.530029,1515.530029,3419700000
2020-02-18,1509.780029,1513.790039,1504.199951,1511.119995,1511.119995,3750400000
2020-02-19,1515.630005,1522.260010,1514.319946,1518.939941,1518.939941,3614200000
2020-02-20,1516.680054,1519.660034,1496.780029,1511.270020,1511.270020,4019180000
2020-02-21,1505.489990,1505.719971,1489.150024,1493.890015,1493.890015,3908780000
2020-02-24,1452.180054,1458.219971,1436.109985,1440.319946,1440.319946,4851160000
