Date,Open,High,Low,Close,Adj Close,Volume
2019-11-11,486.399994,488.809998,485.390015,486.790009,452.608398,414100
2019-11-12,487.000000,487.619995,484.410004,486.790009,452.608398,365300
2019-11-13,482.529999,487.899994,480.570007,485.570007,451.474091,330100
2019-11-14,484.970001,485.630005,481.839996,484.589996,450.562866,413300
2019-11-15,486.070007,491.880005,484.000000,490.959991,456.485596,342100
2019-11-18,490.809998,492.570007,488.690002,491.739990,457.210785,303700
2019-11-19,493.000000,495.779999,491.130005,492.799988,458.196350,350600
2019-11-20,490.579987,492.709991,485.170013,488.809998,454.486572,438800
2019-11-21,489.000000,489.500000,482.540009,484.980011,450.925476,526700
2019-11-22,485.000000,487.769989,484.100006,485.000000,450.944061,483100
2019-11-25,486.239990,492.559998,484.359985,491.859985,457.322357,434700
2019-11-26,490.760010,491.459991,487.500000,490.890015,456.420502,525100
2019-11-27,490.429993,494.640015,488.859985,494.209991,459.507355,299700
2019-11-29,496.549988,496.899994,493.459991,494.910004,460.158203,239600
2019-12-02,495.279999,495.690002,488.910004,489.700012,455.314026,379800
2019-12-03,484.640015,486.209991,478.679993,485.760010,451.650726,465700
2019-12-04,485.660004,493.000000,485.660004,486.690002,452.515472,730800
2019-12-05,485.109985,490.540009,482.519989,490.299988,458.984100,460600
2019-12-06,495.470001,499.700012,491.850006,495.760010,464.095337,507000
2019-12-09,494.299988,498.089996,492.100006,497.070007,465.321655,372800
2019-12-10,497.790009,497.920013,492.850006,494.029999,462.475800,354100
2019-12-11,494.279999,497.339996,492.619995,493.910004,462.363464,469600
2019-12-12,494.040009,503.690002,493.519989,502.119995,470.049133,535800
2019-12-13,501.589996,503.859985,495.489990,498.609985,466.763306,455600
2019-12-16,503.609985,506.809998,501.220001,502.049988,469.983612,426900
2019-12-17,503.529999,505.220001,500.100006,502.290009,470.208282,425100
2019-12-18,503.170013,503.170013,498.170013,499.489990,467.587067,542900
2019-12-19,499.339996,503.859985,499.019989,502.339996,470.255096,428300
2019-12-20,506.359985,506.359985,499.420013,499.589996,467.680725,967600
2019-12-23,501.619995,502.820007,497.609985,499.660004,467.746216,361200
2019-12-24,500.299988,500.760010,497.440002,499.640015,467.727539,126400
2019-12-26,499.839996,503.260010,499.730011,503.239990,471.097565,157000
2019-12-27,503.250000,504.549988,501.619995,503.010010,470.882294,221700
2019-12-30,504.000000,504.000000,499.589996,500.839996,468.850891,276200
2019-12-31,500.760010,502.890015,498.279999,502.700012,470.592072,296900
2020-01-02,510.000000,510.000000,504.920013,508.980011,476.471008,560400
2020-01-03,501.720001,506.700012,501.519989,503.570007,471.406494,337300
2020-01-06,500.170013,504.769989,498.510010,504.000000,471.809052,411300
2020-01-07,502.880005,509.820007,502.880005,507.220001,474.823395,453900
2020-01-08,507.769989,510.140015,502.239990,507.100006,474.711060,726500
2020-01-09,513.880005,514.820007,510.600006,513.099976,480.327789,477100
2020-01-10,514.510010,515.239990,510.410004,512.179993,479.466583,484000
2020-01-13,513.270020,523.450012,513.270020,523.109985,489.698456,651800
2020-01-14,520.150024,525.000000,516.520020,518.320007,485.214325,923600
2020-01-15,518.500000,531.619995,518.500000,530.260010,496.391785,1005100
2020-01-16,536.909973,536.909973,530.250000,535.000000,500.829010,778100
2020-01-17,537.059998,539.200012,533.229980,535.239990,501.053741,669100
2020-01-21,532.010010,534.150024,527.760010,529.140015,495.343353,775800
2020-01-22,532.530029,539.630005,531.340027,536.859985,502.570313,778100
2020-01-23,533.599976,544.000000,532.880005,541.940002,507.325775,804500
2020-01-24,544.419983,547.349976,532.760010,536.840027,502.551514,751200
2020-01-27,522.000000,530.330017,519.609985,523.809998,490.353760,516500
2020-01-28,527.960022,533.770020,525.150024,529.969971,496.120270,496600
2020-01-29,534.450012,542.169983,532.369995,536.489990,502.223877,434700
2020-01-30,531.039978,540.260010,528.909973,539.690002,505.219452,511000
2020-01-31,537.940002,539.090027,525.179993,527.349976,493.667694,646400
2020-02-03,530.229980,537.150024,529.799988,530.080017,496.223267,503100
2020-02-04,538.169983,540.320007,531.450012,535.239990,501.053741,851800
2020-02-05,543.840027,546.679993,537.469971,543.479980,508.767395,943000
2020-02-06,548.070007,555.239990,541.330017,554.669983,519.242798,824400
2020-02-07,550.000000,556.010010,549.500000,555.739990,520.244324,712900
2020-02-10,553.440002,561.250000,553.299988,561.099976,525.261963,744100
2020-02-11,564.049988,571.309998,563.880005,570.440002,534.005493,598900
2020-02-12,574.840027,576.809998,570.010010,572.479980,535.915039,426300
2020-02-13,568.690002,572.750000,567.369995,568.549988,532.236267,479700
2020-02-14,565.739990,568.919983,562.710022,565.940002,529.792969,472400
2020-02-18,565.000000,565.219971,562.309998,564.809998,528.735046,403200
2020-02-19,567.979980,573.000000,566.190002,572.070007,535.531311,383200
2020-02-20,570.000000,572.950012,560.619995,566.919983,530.710266,475200
2020-02-21,563.409973,564.849976,555.000000,557.000000,521.423950,494200
2020-02-24,536.049988,541.309998,527.650024,528.000000,494.276093,1063700
2020-02-25,530.260010,531.130005,502.470001,506.000000,473.681274,1064600
